,canonical_smiles
2195,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
2196,O=C(O)c1cccnc1
2197,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
2198,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
2199,C[C@@H](O)[C@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1
2200,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
2201,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
2202,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
2203,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
2204,Oc1ccccc1
2205,CC(C)NCC(O)COc1cccc2[nH]ccc12
2206,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
2207,NC(=O)c1cnccn1
2208,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O
2209,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
2210,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
2211,CCN(CC)CCNC(=O)c1ccc(N)cc1
2212,NC(=O)c1cccnc1
2213,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
2214,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
2215,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
2216,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
2217,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
2218,NC1=NC(=O)C(c2ccccc2)O1
2219,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
2220,c1ccc2c(c1)Nc1ccccc1S2
2221,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
2222,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
2223,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
2224,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
2225,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
2227,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
2228,CCN(CC)CCOC(=O)c1ccc(N)cc1
2229,CN1CCC[C@H]1c1cccnc1
2230,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
2231,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
2232,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
2233,COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1
2234,CC(C)(CO)C(O)C(=O)NCCCO
2235,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1
2236,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
2237,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
2238,CC(C)c1cccc(C(C)C)c1O
2239,Oc1cccc(O)c1O
2240,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
2241,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
2242,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O
2244,CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
2245,CNNCc1ccc(C(=O)NC(C)C)cc1
2246,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
2247,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
2248,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
2249,CNCCC=C1c2ccccc2CCc2ccccc21
2250,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1
2251,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
2252,CC(C)(S)[C@@H](N)C(=O)O
2253,NC(=O)NC(=O)Cc1ccccc1
2254,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
2255,CC(C)NCC(O)COc1cccc2ccccc12
2256,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
2257,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
2258,CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1.[Br-]
2259,C[n+]1ccccc1/C=N/O.[Cl-]
2260,CCCNC(C)C(=O)Nc1ccccc1C
2261,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
2262,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
2263,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
2264,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
2265,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
2266,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
2267,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
2268,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
2269,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
2270,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
2271,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
2272,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
2273,c1ccc([C@H]2CN3CCSC3=N2)cc1
2274,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1
2275,Cc1cccc(Nc2ccccc2C(=O)O)c1C
2276,O=S(=O)([O-])CCS.[Na+]
2277,COc1c2occc2cc2ccc(=O)oc12
2278,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
2279,Cc1cccc(C)c1OCC(C)N
2280,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
2281,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
2282,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
2283,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
2284,CNCCCC12CCC(c3ccccc31)c1ccccc12
2285,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
2286,CCN(CC)CCOCCC1=CCC2CC1C2(C)C
2287,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
2288,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
2290,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
2291,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
2292,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@H]12.[Br-]
2293,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
2294,CN1CCN2c3ccccc3Cc3ccccc3C2C1
2295,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2/C(=N/N=C2\CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6CC=C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5
2296,CC(C)NNC(=O)c1ccncc1
2297,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
2298,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O
2299,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
2301,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
2302,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
2303,CCN(CC)N=O
2304,CC[C@H](C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)OC(C)C)NC[C@@H](N)CS
2305,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
2306,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
2307,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
2308,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
2309,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
2310,COS(C)(=O)=O
2311,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
2312,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
2313,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
2314,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O
2315,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
2317,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
2318,Oc1ccc(OCc2ccccc2)cc1
2319,CN(C)C=O
2320,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2
2322,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
2323,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
2324,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
2325,CN(C)C(=N)NC(=N)N
2326,COC(=O)c1ccccc1O
2327,COCCc1ccc(OCC(O)CNC(C)C)cc1
2328,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
2329,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
2330,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O
2331,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
2333,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
2334,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
2335,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1
2336,N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O
2338,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
2339,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
2340,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
2341,CN(C)CCN(Cc1cccs1)c1ccccn1
2342,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
2343,Cc1ncc([N+](=O)[O-])n1CCO
2344,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
2345,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)/C=C\C(=O)O
2346,CNC1(c2ccccc2Cl)CCCCC1=O
2347,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C
2348,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
2349,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
2350,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1
2351,COc1ccc2cc(CCC(C)=O)ccc2c1
2352,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
2353,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
2354,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
2355,O=NN(CCCl)C(=O)NC1CCCCC1
2356,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1
2357,Cn1ccnc1S
2358,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
2359,CC(C)(C(=O)c1cccnc1)c1cccnc1
2360,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
2361,C/C=C\c1ccc(O)c(OC)c1
2362,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
2363,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C.N
2364,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
2365,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
2366,COc1nc(C)nc(Cl)c1NC1=NCCN1
2367,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
2368,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
2369,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
2370,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
2371,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
2372,Cc1cccc(C)c1NC(=O)C1CCCCN1C
2373,COc1ccccc1OCC(O)COC(N)=O
2374,COC(=O)c1ccc(O)cc1
2375,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
2377,NNC(=O)c1ccncc1
2378,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
2380,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
2381,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
2382,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
2383,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O
2384,CC(O)C(=O)O
2385,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O
2386,CCN(CC)CC(=O)Nc1c(C)cccc1C
2387,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
2388,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
2389,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
2390,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
2391,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12
2392,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
2393,Oc1c(I)cc(I)c2cccnc12
2394,CC(C)NCC(O)c1ccc(O)c(O)c1
2395,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
2396,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
2397,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
2398,CC(=O)OCC(COC(C)=O)OC(C)=O
2399,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
2400,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2
2401,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
2402,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-]
2403,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
2404,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
2405,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
2406,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12
2407,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
2408,CCCC(CCC)C(=O)O
2409,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
2410,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
2411,COc1ccc(CN2CCNCC2)c(OC)c1OC
2412,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC
2413,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1
2414,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C
2415,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
2416,NC[C@H]1CC[C@H](C(=O)O)CC1
2417,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
2418,CN1C(=O)OC(C)(C)C1=O
2419,N#CC(C#N)=Cc1ccc(O)c(O)c1
2420,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
2421,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2
2422,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O
2423,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl
2424,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC
2425,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O
2426,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1
2427,CC(c1cc2ccccc2s1)N(O)C(N)=O
2428,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O
2429,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-]
2430,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
2432,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
2433,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
2434,[Cl-].[Cl-].[Zn+2]
2435,CCOC(N)=O
2436,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
2437,C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1
2438,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
2439,O=C(O)C(Cl)(Cl)Cl
2440,NC(CO)(CO)CO
2442,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21
2443,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
2444,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O
2445,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
2446,ClCC(Cl)Cl
2447,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
2448,Nc1c2c(nc3ccccc13)CCCC2
2449,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21
2450,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
2451,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
2452,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46
2453,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
2454,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
2455,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
2456,Nc1nc2[nH]cnc2c(=S)[nH]1
2457,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1
2458,COc1cccc(C2(O)CCCCC2CN(C)C)c1
2459,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
2460,CC(N)C12CC3CC(CC(C3)C1)C2
2461,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O
2462,NC(=O)c1ccccc1O
2463,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
2464,O=[As][O-].[Na+]
2465,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
2466,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
2467,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
2469,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
2470,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
2471,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1
2472,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
2473,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
